541 21305
456 504 99
191 275 21
233 418 36
254 531 17
172 176 26
400 492 63
88 210 31
147 230 87
459 490 73
273 321 79
324 375 87
392 462 4
42 531 26
436 497 17
358 534 58
19 278 79
355 429 17
83 449 13
314 496 34
48 392 83
65 385 39
443 465 55
120 396 52
80 217 38
161 417 1
4 495 32
331 519 54
144 531 98
70 397 21
271 361 65
311 418 51
309 365 57
7 525 7
220 417 23
79 106 64
156 517 75
229 508 27
67 253 33
108 335 1
89 220 95
32 104 27
234 454 81
73 143 20
18 307 95
114 372 10
107 166 16
23 104 96
145 254 41
171 219 21
320 525 93
318 380 42
427 452 9
223 458 30
165 299 16
405 449 99
354 494 49
139 527 84
108 346 66
102 429 98
323 398 7
33 90 16
98 195 47
26 34 66
135 417 14
334 342 98
388 472 98
404 410 57
9 539 54
93 365 81
47 129 16
220 341 12
77 233 80
185 264 6
84 193 82
34 521 84
359 472 100
141 446 3
53 315 14
140 509 80
181 376 85
14 91 46
70 233 73
205 263 17
145 531 98
193 480 34
305 398 24
132 508 35
210 236 21
420 437 38
123 134 79
223 491 98
228 259 2
130 383 50
140 287 84
307 467 82
106 363 63
449 526 3
303 315 25
119 285 65
383 472 63
448 509 8
87 461 1
101 539 53
94 356 62
196 230 68
48 537 75
41 169 21
49 394 55
415 472 19
147 276 12
171 331 39
84 408 66
150 217 51
44 405 97
106 190 41
140 190 22
311 481 71
58 296 52
382 498 55
193 383 35
356 434 31
106 144 61
351 363 56
21 50 24
69 111 82
236 366 81
226 487 20
127 262 70
49 130 85
389 464 28
379 405 14
319 420 25
399 423 22
34 514 85
98 250 48
251 331 13
168 479 82
8 282 40
94 100 7
76 183 21
82 303 34
441 522 78
145 519 23
20 358 17
72 171 36
140 205 41
322 509 89
145 481 53
51 390 83
40 76 73
1 383 6
344 416 81
46 460 25
294 524 26
66 165 51
301 520 9
106 394 29
11 166 42
227 389 66
140 498 13
132 378 24
356 515 89
71 302 9
228 446 50
154 298 14
501 520 8
211 510 91
5 266 18
11 510 60
173 189 16
100 341 85
138 503 10
411 425 83
25 362 40
105 182 66
373 461 60
140 248 95
218 413 33
121 541 82
375 440 52
279 396 41
33 130 74
456 526 19
34 135 53
246 410 95
8 495 13
145 209 34
77 202 84
408 439 15
264 540 4
25 33 45
34 170 8
120 286 38
111 190 32
372 400 91
15 173 4
503 514 61
174 492 73
125 203 80
204 533 18
125 138 91
68 78 2
220 391 1
87 266 94
419 527 56
31 85 86
95 423 18
49 445 91
28 231 60
127 462 79
120 424 32
328 383 70
267 462 46
28 471 33
181 432 11
76 481 100
198 482 29
63 70 39
76 359 5
60 310 1
38 408 8
100 453 79
26 485 18
70 196 58
298 303 77
36 340 11
372 427 25
139 237 88
167 464 42
73 254 65
432 493 46
79 382 51
169 315 77
53 441 6
495 503 20
195 491 89
303 308 35
31 198 14
217 310 75
358 373 76
92 513 21
62 272 22
266 267 16
352 497 16
481 518 6
33 445 8
23 277 20
125 238 6
152 237 15
82 301 23
323 473 77
207 278 1
10 454 83
257 486 30
61 442 71
31 419 30
198 472 73
189 302 51
195 342 64
78 235 84
214 353 44
48 266 1
89 260 92
96 533 80
304 531 46
15 251 82
137 221 65
45 269 44
82 390 54
49 473 25
261 432 79
17 264 52
49 133 2
103 406 74
65 441 12
77 361 12
140 475 59
262 488 75
64 520 39
242 285 48
23 367 61
301 348 19
53 338 39
68 72 1
436 459 64
253 510 35
77 376 30
270 402 71
453 535 69
82 251 24
125 189 26
170 426 29
100 381 71
66 310 27
292 451 88
20 478 89
65 265 80
107 517 48
453 481 70
281 295 3
71 185 6
194 397 76
301 517 99
170 225 29
221 272 58
297 438 27
100 185 83
108 110 97
4 148 1
110 492 51
365 506 90
232 436 57
239 468 11
47 530 34
16 82 28
251 412 70
324 538 76
139 344 19
94 191 98
288 436 8
164 284 66
249 320 59
230 330 62
91 154 36
110 266 46
86 349 88
127 145 86
277 353 36
88 89 63
362 363 39
65 320 54
231 437 55
243 467 26
167 198 29
319 335 50
347 453 48
138 275 70
98 137 32
356 392 54
516 530 74
267 535 53
129 427 11
155 202 83
196 362 93
302 401 71
41 387 56
234 369 63
240 427 74
128 232 37
36 499 22
363 430 76
2 433 88
101 295 27
132 242 3
24 484 6
340 524 59
266 344 88
103 144 15
48 222 56
53 320 84
93 514 25
188 309 25
61 337 96
172 453 41
341 375 74
271 487 51
92 130 14
86 537 17
315 518 95
142 342 8
108 539 48
249 516 41
328 352 90
313 487 82
194 386 53
33 140 22
134 372 29
249 338 38
245 265 26
512 529 86
239 264 10
423 475 3
183 313 10
3 207 34
173 255 32
384 417 90
72 225 23
387 507 16
268 352 61
291 496 24
390 411 12
268 466 62
56 439 30
104 449 47
23 170 29
415 454 96
19 42 22
119 470 42
420 471 78
219 493 33
76 493 50
130 373 74
159 345 4
107 242 76
258 435 32
351 509 26
152 350 23
139 426 34
442 535 36
410 505 48
90 397 72
477 500 69
367 405 5
346 481 30
220 387 19
90 242 26
217 461 99
51 205 99
366 441 87
273 315 25
135 156 81
107 360 22
220 404 51
15 235 15
266 475 22
29 402 22
145 423 75
98 185 39
212 529 95
262 393 10
302 486 21
89 505 56
258 530 20
333 376 33
235 285 67
449 532 60
239 447 25
212 506 19
4 522 89
72 528 77
71 203 26
267 513 98
84 507 22
43 321 18
161 394 80
260 386 49
38 530 6
116 277 37
24 120 1
77 315 81
117 460 44
128 444 1
105 214 74
72 487 65
145 514 79
65 442 67
134 485 89
147 269 96
266 508 87
213 484 91
163 268 19
402 468 52
335 353 62
6 296 68
168 294 51
43 538 70
42 197 35
108 531 4
30 270 4
164 423 29
221 504 56
240 440 10
214 441 36
104 295 10
165 420 100
235 301 50
74 384 68
250 351 48
276 486 14
160 315 78
207 374 35
369 400 27
157 289 50
2 160 51
280 487 30
105 257 35
224 365 9
165 256 23
147 321 70
116 354 62
95 328 99
210 474 22
61 485 63
270 494 57
414 485 97
481 495 67
306 319 70
104 286 34
221 414 22
105 323 37
256 470 93
126 161 90
46 355 95
167 209 49
183 305 92
381 397 47
22 179 60
45 475 14
87 366 99
230 342 11
61 248 43
1 214 18
15 342 49
240 450 73
7 315 38
199 402 11
385 494 52
31 250 1
52 512 73
430 526 68
342 498 22
103 343 25
32 378 90
40 232 40
121 348 12
374 382 59
188 535 36
116 284 64
220 294 66
432 498 53
106 246 44
99 536 35
210 499 60
32 52 31
251 433 45
288 296 54
298 472 2
180 448 99
42 78 95
37 439 92
203 346 1
360 369 4
9 471 93
374 400 75
112 540 89
28 534 71
167 425 84
3 178 54
301 448 82
380 532 10
420 523 27
2 469 35
13 221 98
377 500 48
135 171 41
88 167 14
95 285 4
183 202 42
24 60 96
58 216 94
93 408 50
177 510 46
143 517 10
200 272 6
6 488 14
266 395 57
21 303 58
204 249 33
79 461 55
108 317 29
127 382 37
16 457 94
72 461 21
90 122 43
324 348 57
228 433 42
199 418 84
246 355 72
112 335 18
264 410 35
52 118 62
361 538 75
416 482 18
23 431 95
121 505 73
50 134 65
203 286 89
55 285 12
133 422 87
81 488 89
226 281 39
284 437 40
222 319 13
139 510 6
74 418 85
295 313 75
420 505 63
179 229 28
152 397 58
80 277 56
231 290 15
83 213 33
111 438 41
98 157 100
254 323 86
25 71 79
83 473 27
264 525 98
256 376 65
104 459 64
117 240 41
19 535 45
245 419 5
133 472 100
336 380 24
285 307 69
281 524 38
105 185 74
280 320 1
294 508 72
48 187 81
223 513 66
79 383 68
55 265 83
252 441 59
137 330 48
3 103 97
275 294 94
68 420 39
180 354 39
252 351 1
320 417 79
6 136 39
85 125 26
163 419 53
217 457 61
283 503 37
149 373 31
103 233 56
97 371 82
379 505 99
64 117 100
15 340 71
403 468 95
413 421 78
17 236 41
158 245 73
176 472 39
215 273 19
189 402 64
48 294 76
326 346 1
141 352 71
28 140 3
48 299 12
90 458 16
12 76 17
28 518 41
508 510 45
284 528 82
227 509 92
112 190 38
285 369 70
5 347 29
168 340 1
86 274 38
241 390 14
203 257 26
20 311 19
217 264 58
445 498 10
184 282 49
175 489 47
42 429 58
154 527 90
195 367 6
89 444 31
458 521 71
343 472 99
44 242 42
415 461 4
261 338 1
126 169 18
272 454 38
469 517 29
204 274 56
32 232 32
115 202 3
106 304 8
90 202 35
349 444 19
130 321 95
321 481 89
160 271 24
221 518 37
186 276 88
217 317 88
222 450 6
7 223 100
57 134 97
3 377 98
51 393 74
223 251 31
286 312 79
232 359 86
377 456 6
133 371 92
313 532 8
233 453 86
39 420 62
349 515 29
1 407 58
209 410 29
361 450 72
114 219 35
25 63 64
259 394 72
112 254 61
274 423 11
22 267 72
122 340 99
38 244 35
166 186 92
244 412 82
275 316 34
69 502 54
194 284 23
274 365 5
228 428 23
294 302 46
367 510 60
158 250 98
455 517 55
166 460 81
264 385 53
259 409 65
96 129 14
257 501 24
205 349 94
31 58 33
43 72 7
88 139 22
98 432 41
406 416 48
282 391 18
22 223 27
100 266 42
114 168 73
282 366 73
36 361 12
84 346 39
2 285 86
54 247 37
195 374 43
302 497 58
417 534 67
128 523 89
42 508 29
97 270 60
274 539 28
136 504 20
355 505 24
415 505 11
288 400 87
231 524 45
35 348 32
29 194 65
40 268 94
193 511 21
39 42 92
84 379 64
31 72 54
148 539 94
153 440 14
391 456 60
22 23 94
432 507 49
5 384 5
110 209 88
22 253 40
101 240 92
426 502 3
237 297 8
29 207 3
341 367 55
329 394 18
496 504 100
136 161 37
127 395 49
277 539 73
154 231 80
434 510 10
396 505 8
33 278 36
199 541 12
178 277 71
410 498 97
9 64 56
253 475 77
32 422 71
219 253 50
14 194 67
85 97 29
445 466 37
8 182 23
135 199 35
15 255 71
228 357 50
135 176 23
57 204 93
38 201 79
217 314 85
91 301 22
454 509 46
80 406 76
385 505 59
222 434 86
289 417 63
98 376 62
17 400 62
256 274 58
20 73 43
38 42 1
239 253 21
429 529 13
158 186 63
54 325 44
18 447 20
117 156 40
120 430 12
397 512 51
199 521 20
524 534 8
275 477 89
180 294 9
143 539 33
45 205 27
104 388 20
110 286 85
101 423 79
395 449 73
242 445 36
366 374 75
450 509 51
324 399 33
178 457 46
12 220 9
457 460 45
184 278 76
273 443 49
248 512 89
191 436 51
434 484 65
319 489 32
376 534 25
80 86 79
278 378 74
425 430 98
39 82 62
97 428 60
359 438 43
315 478 45
41 314 78
183 438 49
186 458 15
463 491 19
440 446 75
175 353 98
252 368 26
257 312 43
85 456 29
95 252 15
151 337 96
47 412 44
98 362 68
57 382 23
37 378 96
58 62 96
101 393 53
144 388 7
299 498 67
15 153 7
73 193 18
130 539 88
381 487 56
371 463 63
220 390 25
103 240 91
85 458 27
418 450 54
155 368 44
164 377 47
305 386 98
292 526 15
186 539 51
133 488 43
95 141 19
29 337 93
56 93 59
48 233 36
380 437 64
124 375 85
206 239 94
3 200 49
64 169 87
213 424 53
96 251 27
199 352 54
148 159 38
88 192 38
114 204 25
305 516 14
11 325 60
227 390 50
61 439 80
27 97 61
162 464 33
234 317 98
313 514 67
520 529 52
431 507 29
356 455 3
29 63 1
53 210 51
8 301 12
61 477 22
398 532 48
179 267 8
313 383 60
186 283 62
153 318 35
146 516 63
217 483 3
425 531 80
69 194 1
237 499 12
13 423 70
8 423 75
76 317 67
150 236 41
220 525 25
268 523 10
354 454 13
428 526 80
43 213 14
154 490 81
157 158 72
52 389 81
39 215 40
4 165 42
386 473 3
203 367 55
116 292 75
345 505 82
72 294 56
78 138 46
115 520 68
208 266 55
182 278 30
215 348 72
173 289 4
209 527 42
179 305 70
57 104 94
3 449 26
77 309 57
198 412 73
2 342 1
104 404 40
198 403 52
120 194 59
10 397 20
12 301 56
205 458 75
162 220 91
240 405 1
41 507 54
324 330 43
42 287 12
52 475 49
128 279 32
21 293 35
503 528 20
24 479 44
203 535 92
211 356 33
54 462 69
406 503 73
289 424 62
81 302 21
330 378 27
465 507 16
96 374 54
111 276 22
260 433 92
310 411 24
293 336 98
99 435 24
76 99 73
169 234 7
352 396 38
404 536 61
438 472 15
297 451 9
191 406 14
242 384 69
148 464 58
141 497 97
284 444 76
318 439 10
104 125 81
38 112 72
37 98 29
114 404 49
37 301 12
51 80 76
117 394 76
271 307 25
170 207 17
523 536 76
319 450 8
114 299 77
106 503 82
149 153 86
300 303 19
357 528 61
53 463 55
21 295 24
339 485 23
268 427 46
193 326 43
211 435 55
50 65 11
11 407 49
174 453 63
221 310 61
76 259 75
377 418 43
102 432 88
22 504 99
74 202 99
141 205 37
11 324 62
147 421 14
88 461 33
471 524 80
188 455 46
116 252 15
368 378 39
361 518 85
373 492 65
393 499 75
251 397 29
171 496 57
13 459 20
122 197 47
78 406 36
222 460 22
190 393 28
175 288 77
22 364 98
137 284 67
254 518 15
59 138 87
69 203 23
252 474 53
451 538 42
81 524 7
154 330 99
191 404 8
306 446 27
15 155 20
386 478 80
12 104 66
28 37 5
23 304 14
367 437 100
100 116 78
176 219 19
286 523 25
102 369 55
421 459 6
299 461 67
96 326 18
65 182 56
282 382 23
58 160 61
281 404 53
130 156 68
120 407 89
256 453 33
314 536 84
147 330 27
514 535 99
169 351 86
332 511 36
313 473 24
165 433 82
247 498 10
292 313 43
320 389 2
313 484 65
246 379 46
495 531 27
368 447 38
387 413 62
72 268 17
106 436 53
171 230 86
149 193 16
307 381 9
20 272 74
157 527 68
367 508 39
131 333 60
205 336 72
94 522 33
350 499 48
255 499 14
212 450 54
302 355 2
90 207 82
89 210 90
216 410 37
89 461 37
42 145 13
42 126 18
433 459 49
259 450 89
102 108 72
146 335 42
299 316 49
66 273 59
93 295 45
43 220 93
236 475 20
263 297 50
159 191 59
30 49 50
160 473 43
30 155 80
158 266 71
299 359 13
31 113 90
116 424 71
54 321 59
343 507 34
226 298 16
421 435 7
265 281 41
41 175 36
69 536 47
148 236 59
303 314 37
106 126 86
136 380 86
144 363 90
395 517 24
100 187 91
409 489 29
24 110 60
61 115 44
29 44 37
127 195 96
502 515 37
456 501 86
282 508 33
424 436 80
253 521 82
409 541 82
92 320 51
92 363 37
39 534 38
34 258 100
139 324 19
189 527 50
99 148 51
54 442 37
217 233 80
329 486 100
419 530 20
206 342 9
393 450 42
7 235 26
25 297 77
22 518 80
12 72 10
129 310 81
310 390 20
33 330 42
189 352 25
309 395 3
78 271 42
272 410 11
29 393 95
48 484 1
328 450 92
88 237 55
3 9 80
220 487 81
277 394 6
109 443 89
33 258 37
280 469 25
217 531 85
90 479 12
270 360 99
76 177 72
316 424 96
228 305 27
197 234 9
206 313 98
8 278 63
143 314 36
240 299 46
24 372 20
80 529 70
6 158 61
109 518 24
254 490 69
25 494 32
161 223 40
155 427 43
321 332 43
452 504 28
81 388 48
55 381 30
366 492 70
80 305 58
120 206 15
36 185 87
306 457 40
77 349 81
280 314 31
67 111 20
19 100 83
80 192 58
201 356 52
129 516 92
181 538 66
343 432 39
308 480 34
30 263 58
266 480 75
387 437 20
216 467 78
108 407 27
100 536 55
2 506 75
400 435 9
55 433 64
299 487 10
192 378 95
156 161 64
453 460 23
272 288 42
388 506 49
32 300 32
112 431 44
267 473 45
438 517 92
269 367 13
30 371 62
309 388 58
452 499 39
330 522 13
28 283 64
60 308 3
266 331 97
199 204 65
278 510 92
181 401 44
137 338 91
5 177 62
18 291 22
82 92 13
197 243 69
204 530 11
255 489 47
195 409 56
292 406 10
154 297 41
49 518 9
298 403 51
198 495 97
57 459 57
33 229 73
165 238 49
243 358 34
207 426 32
165 189 9
112 301 33
253 443 57
300 474 63
39 170 48
92 493 43
99 233 48
8 476 23
86 420 55
198 285 72
532 533 86
305 506 2
204 417 13
84 317 32
134 288 47
272 535 50
219 407 12
44 466 83
209 240 54
74 165 40
362 517 80
105 159 6
472 515 55
15 241 33
316 428 18
228 328 57
308 354 76
60 534 70
127 231 57
281 523 61
163 286 69
281 522 9
258 303 99
155 387 72
82 527 63
34 336 84
84 296 50
465 498 71
327 417 74
88 185 15
274 445 92
88 302 88
104 217 48
313 464 84
419 471 59
198 210 3
56 182 2
318 370 17
36 267 28
100 271 72
156 519 16
40 418 97
80 92 100
155 218 58
285 495 98
19 503 33
171 283 95
235 261 35
50 116 32
16 492 66
17 387 1
349 519 77
224 371 28
440 449 72
409 499 79
17 96 21
51 253 26
281 475 99
124 253 13
12 257 52
480 535 95
317 389 25
26 38 91
329 513 45
40 403 100
138 176 66
51 98 53
101 239 87
111 480 87
356 529 63
365 510 59
250 394 78
289 339 99
111 386 75
45 432 97
133 439 71
241 264 15
112 255 40
518 527 14
167 247 36
318 461 21
39 218 59
45 504 79
109 201 96
15 209 43
74 504 12
471 535 11
53 216 15
290 497 53
446 479 78
276 345 61
316 489 20
18 441 27
195 522 1
15 218 96
51 176 4
489 518 79
114 305 23
77 105 62
100 202 13
100 373 90
119 323 38
70 88 93
72 450 53
39 426 19
28 423 34
332 378 6
128 255 41
228 284 15
145 176 84
55 377 83
285 435 83
69 281 57
174 383 65
144 261 9
265 388 2
80 333 71
428 437 5
271 385 58
123 446 60
32 147 83
482 515 31
118 196 26
70 472 81
342 398 35
74 225 61
30 322 54
292 436 74
399 429 4
341 516 95
117 287 5
43 421 97
92 103 85
357 481 37
179 248 70
200 397 81
26 294 5
365 446 19
228 271 36
350 528 98
431 463 95
227 250 1
442 457 100
516 523 32
12 280 23
105 501 84
372 503 5
88 339 78
207 439 79
72 499 33
17 144 18
208 263 9
16 374 53
145 510 79
113 468 53
26 287 63
200 375 9
17 34 7
288 465 78
242 389 11
278 507 22
156 195 71
2 451 47
214 376 4
163 170 67
460 497 18
314 320 83
173 386 74
96 286 70
265 409 31
425 456 76
32 380 70
2 340 40
284 395 70
144 247 42
293 489 52
258 533 100
446 480 61
74 451 80
206 438 54
299 326 5
139 212 20
78 362 12
139 423 53
302 474 42
296 415 10
205 307 70
93 343 91
403 514 53
241 314 86
54 378 84
283 311 88
232 315 49
40 513 23
62 516 23
106 524 9
83 500 13
248 389 58
134 420 85
158 327 60
268 444 50
41 77 13
67 308 62
166 251 35
14 473 51
66 311 56
85 468 41
218 452 59
259 344 32
4 244 36
48 380 82
265 304 75
324 505 80
76 143 4
175 386 20
165 324 74
336 351 78
213 257 67
104 424 98
291 538 61
14 218 14
205 243 29
401 425 13
154 468 2
354 517 71
122 328 87
430 474 47
174 220 83
258 425 7
33 267 27
432 513 60
121 406 54
55 186 82
331 362 29
259 361 70
23 93 71
23 381 70
156 494 6
136 173 83
117 194 82
365 482 7
145 454 1
284 375 27
217 463 30
212 441 40
155 192 43
220 450 42
100 309 21
20 292 31
50 479 94
153 476 21
39 118 3
190 318 16
174 367 29
69 138 57
140 341 90
452 515 61
81 106 80
3 378 5
231 511 8
164 257 24
267 308 84
287 463 7
16 56 60
241 518 51
283 456 41
111 357 98
258 311 14
113 407 47
109 249 69
50 119 100
206 326 82
175 244 61
137 322 7
92 409 1
406 535 99
347 429 32
227 370 99
529 541 97
433 529 57
15 487 94
247 478 36
33 426 81
465 483 53
117 491 51
268 494 19
74 149 77
34 59 30
115 403 35
85 345 94
98 230 73
140 494 90
106 265 75
5 73 20
274 347 69
177 228 8
149 450 45
219 425 25
222 283 26
261 308 67
438 485 60
219 515 66
110 244 50
233 381 80
152 503 96
23 311 55
391 444 54
175 431 8
304 456 29
110 390 42
168 387 65
143 432 36
90 227 67
444 497 93
89 489 40
212 268 21
85 266 89
4 180 5
241 249 41
12 189 46
105 481 55
84 529 44
388 496 82
163 234 45
6 482 90
125 239 55
99 505 43
262 327 80
206 330 18
408 533 98
202 537 77
87 271 28
43 141 74
18 65 2
192 336 97
347 428 91
184 261 31
25 199 31
16 163 3
397 431 53
132 528 37
187 521 19
41 297 77
227 519 53
202 378 53
268 434 78
319 471 90
1 374 57
265 363 81
343 503 93
6 233 62
54 369 77
129 284 5
334 424 80
171 341 37
136 180 44
95 386 85
193 519 1
268 413 10
309 505 12
189 520 65
359 505 11
461 491 32
111 327 90
66 227 97
346 460 7
258 347 40
303 382 66
220 290 55
89 429 99
390 455 40
78 539 52
52 511 36
306 356 60
79 229 69
210 402 13
441 487 61
183 259 43
114 244 18
118 328 40
24 241 90
216 291 79
39 293 56
170 379 64
90 245 74
159 322 67
274 364 63
317 532 22
46 149 54
1 491 87
52 78 89
200 322 74
372 468 4
82 294 1
100 275 28
256 520 37
149 470 51
223 522 38
18 23 17
154 244 8
400 438 37
66 124 4
26 533 10
54 480 58
374 491 59
213 435 33
72 143 93
25 121 71
392 538 83
298 426 21
304 388 47
77 312 40
153 213 96
5 143 15
103 274 40
170 345 94
405 497 15
138 263 86
92 141 82
121 229 39
265 514 39
160 265 57
143 392 18
426 448 7
168 234 69
138 428 33
208 495 84
122 500 47
191 475 94
111 310 46
40 253 97
160 483 22
131 524 24
43 323 83
273 529 77
206 423 51
199 527 51
19 40 97
442 496 82
64 276 4
130 466 58
141 243 75
116 312 46
113 222 83
207 339 8
461 469 81
36 188 34
289 420 28
223 305 79
74 203 47
197 330 90
16 309 12
175 427 37
401 502 44
195 290 10
259 362 47
238 406 87
19 520 41
159 378 96
319 368 71
141 501 2
290 429 47
149 391 12
258 406 31
26 454 8
40 519 12
418 452 34
153 540 10
60 516 59
290 369 34
221 473 64
446 491 47
204 242 80
120 466 54
103 501 41
22 460 96
182 329 25
299 343 92
28 519 66
13 400 1
62 441 1
132 481 24
116 393 94
134 348 31
59 497 52
207 213 13
151 311 97
328 495 56
375 389 91
13 375 80
352 475 16
25 104 64
21 196 61
277 492 22
44 428 85
85 86 17
88 363 35
122 202 75
2 187 30
114 520 57
3 529 29
6 213 41
48 85 25
181 388 71
289 507 53
157 490 21
150 232 40
94 123 90
210 266 68
321 439 59
92 227 49
67 541 2
20 27 39
66 80 13
243 480 85
264 445 57
25 280 78
113 311 92
370 477 28
388 514 71
7 276 100
311 339 22
302 527 49
130 334 41
227 232 59
137 381 20
103 221 73
67 146 81
364 454 80
193 294 22
133 137 53
154 508 69
135 150 7
82 288 53
49 214 88
280 502 23
240 312 100
218 341 13
285 362 67
12 389 88
343 448 33
49 111 14
7 502 69
114 287 70
152 437 53
104 487 94
240 415 88
28 327 28
130 262 63
105 157 38
52 76 66
64 416 84
234 421 68
30 275 22
18 109 95
67 525 87
26 349 69
328 363 44
79 425 2
97 265 76
254 261 88
119 154 34
132 406 58
452 528 4
101 118 1
281 381 81
33 175 74
174 319 95
368 499 44
283 488 95
198 288 41
30 375 100
43 493 32
55 154 65
323 328 14
66 185 78
299 323 62
428 458 77
80 420 79
74 140 35
85 436 94
167 333 52
401 470 85
199 437 56
173 378 84
54 475 50
215 423 92
187 269 53
232 517 77
42 378 10
208 334 83
222 255 2
28 435 17
128 189 48
340 501 82
178 367 64
147 282 10
332 475 84
98 156 43
219 462 65
497 514 95
161 510 55
81 403 100
83 144 29
1 241 15
231 530 5
18 261 31
420 475 94
202 247 4
280 442 46
30 462 26
330 407 34
107 157 56
304 364 6
110 232 90
44 235 24
142 316 43
348 389 79
223 266 60
52 295 85
42 256 69
117 324 4
55 492 97
295 453 28
80 291 66
56 438 76
366 404 60
164 469 93
177 231 9
79 161 41
443 487 62
406 474 11
160 200 33
280 447 73
34 46 54
230 422 92
55 226 7
188 250 41
149 269 25
370 427 68
247 313 27
40 320 82
198 393 68
59 463 92
220 408 59
36 85 77
91 442 30
322 420 52
43 282 12
222 286 64
196 250 16
62 143 97
116 298 19
286 505 49
195 420 98
302 336 81
187 315 40
75 296 69
258 496 13
127 237 11
42 181 84
7 355 32
93 450 17
377 525 29
83 509 60
255 369 11
26 280 19
114 476 22
63 153 20
95 405 13
350 445 46
283 365 70
9 87 16
194 439 92
171 332 33
13 524 35
461 484 72
110 256 33
356 497 78
197 381 80
74 135 49
84 476 47
16 139 66
2 277 44
118 418 100
177 511 2
492 502 14
97 393 16
99 263 6
194 522 28
282 496 98
413 536 92
42 161 26
28 201 31
125 418 13
182 450 78
101 288 3
317 509 6
19 490 12
40 117 88
382 491 78
385 426 62
337 373 75
90 168 80
158 261 67
175 242 34
165 339 88
435 524 75
321 345 78
468 509 75
100 279 95
181 353 49
182 362 69
91 277 22
117 541 84
31 429 98
343 439 70
207 216 20
15 468 81
32 144 80
319 459 78
42 232 24
17 145 25
103 309 29
190 524 30
24 311 35
450 485 42
30 37 83
271 532 65
305 449 47
186 427 8
172 395 79
51 434 46
81 353 12
181 251 82
130 308 75
79 324 37
33 525 8
243 485 50
140 221 96
181 259 40
48 97 3
240 425 67
269 495 50
420 518 20
421 518 96
30 68 20
74 350 8
21 374 76
28 351 35
93 322 49
151 496 47
9 476 12
384 532 16
172 376 19
156 366 56
55 116 36
174 537 26
280 308 99
237 513 41
203 417 90
350 374 57
178 442 71
170 266 96
7 413 93
9 180 78
228 458 31
261 268 59
116 309 28
18 57 95
4 283 18
69 285 69
24 375 42
308 364 5
410 479 24
1 235 53
93 401 29
191 289 92
76 124 79
258 487 59
49 341 81
189 349 6
160 174 18
53 314 96
43 257 17
20 510 78
61 360 29
82 98 61
42 311 1
89 112 28
280 334 41
37 61 95
11 46 56
334 364 58
64 158 92
85 131 64
121 140 59
266 473 14
67 452 100
58 77 34
69 99 14
136 149 100
180 225 90
106 322 82
122 203 87
88 175 9
100 326 27
204 520 6
93 329 58
38 267 55
244 265 97
104 463 51
214 396 83
120 438 93
282 440 64
228 486 3
14 217 16
120 280 99
414 492 54
451 510 86
156 319 92
125 215 24
170 418 50
392 475 15
49 507 29
169 376 70
29 419 89
69 436 63
5 250 13
200 401 98
419 467 50
47 368 17
166 320 71
173 351 96
27 305 95
358 391 57
227 466 100
248 474 31
329 342 82
375 510 91
165 179 2
31 178 72
125 251 52
107 163 32
215 441 1
63 440 57
341 538 36
67 471 55
314 476 24
164 373 37
41 103 12
40 476 87
198 498 21
337 402 92
22 423 18
149 210 87
14 233 98
2 479 84
84 225 1
24 370 92
272 460 66
460 523 84
155 165 95
225 313 15
171 262 85
372 429 34
147 253 4
218 497 94
258 402 83
267 448 47
242 353 67
2 418 29
38 462 33
404 528 74
223 422 18
188 387 75
290 312 28
104 159 17
113 532 33
530 535 2
241 455 78
85 499 4
50 520 30
358 486 49
191 399 49
19 214 75
284 508 57
207 515 40
116 140 60
138 270 60
124 447 34
209 395 93
138 333 91
350 441 93
135 265 83
57 378 14
255 522 43
14 232 45
372 434 65
505 509 46
77 374 52
491 537 51
100 261 4
182 325 7
46 441 31
56 131 1
68 240 61
248 371 64
271 383 69
43 60 30
60 453 83
144 324 90
79 456 88
84 396 4
18 48 7
31 280 31
376 469 5
213 310 83
46 221 68
317 390 40
313 463 47
176 284 19
24 168 88
474 522 41
40 405 74
212 510 59
114 469 28
404 530 90
51 81 94
125 482 70
220 453 94
312 334 56
276 282 64
136 200 86
343 344 66
447 536 97
342 424 51
52 87 59
103 264 28
223 294 28
66 214 12
87 355 3
144 328 68
317 493 17
41 465 67
249 291 1
117 120 23
143 279 30
12 379 20
121 473 49
359 378 29
194 253 10
160 206 11
278 299 31
25 365 30
133 157 85
96 412 53
71 139 97
27 116 68
118 141 100
231 374 18
31 80 12
31 97 56
207 277 28
55 475 60
190 488 40
141 202 34
263 436 22
441 491 73
19 184 4
372 482 63
446 520 84
159 524 66
81 498 22
76 305 76
477 480 51
232 408 10
45 349 46
81 282 54
269 429 95
55 276 74
25 75 17
87 440 30
349 377 71
95 530 48
260 331 99
307 430 20
78 139 6
138 273 76
172 292 46
141 276 47
184 231 31
158 232 95
199 428 66
134 481 96
206 340 26
16 350 42
235 386 28
85 484 84
10 336 96
223 476 44
407 486 90
219 304 40
267 405 37
278 503 12
152 343 22
16 285 20
408 417 6
234 316 3
168 438 83
390 474 31
160 287 18
314 342 59
23 253 33
55 218 80
142 462 27
172 243 22
168 371 54
101 142 86
281 469 21
163 391 20
150 540 13
286 515 42
477 505 77
240 348 97
188 355 59
348 441 82
37 521 61
100 229 57
325 334 80
290 291 47
130 251 9
